system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,DOY_count,DOY_mean,DOY_variance,GCVI_count,GCVI_mean,GCVI_variance,GPSID,ID,NDVI_count,NDVI_mean,NDVI_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RNDMTRACKID,SUBID,Schedule_id,TOTID,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,ex_description,ex_name,gps1,gps2,gpsfileid,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20161222T050222_20161222T050600_T44RRN_276,1,8,,1,1563,,1,966,,1,2419,,1,2147,,1,1932,,1,1728,,1,1770,,1,2227,,1,2434,,1,2531,,1,2252,,1,485,,15,1,357,,1,165,,Mf 48,166_1,1,131,,1,0,,1,0,,1,0,,726457,751,1.05E+08,TRACK726457_SUB751,50,2.01E+07,2011,3,2,2,0,0,1,2,3,3,3,2,2,2,0,1,10,0,0,0,2,2,NO,107.1368113,PARTIAL-10%,6,2,,Muzaffarpur,,,2.02E+07,152945,6.36E+17,5,1980458,,,YES Both,NO,YES,3,1.48238E+12,,2,2,0.075126457,Through Jeevika,Lal bhadur,1,>50%,364.27,4,89751C,
20161226T044212_20161226T044656_T45RVH_40,2,35,0,2,860,0,2,531,0,2,2453,0,2,2139.5,4.5,2,1827.5,40.5,2,1684.5,180.5,2,1612,0,2,1671,0,2,1667,0,2,1591,0,2,1495,2,2,539,0,30,2,361,0,2,-181.5,12.5,P 81,307_0,2,-59.5,12.5,2,0,0,2,0,0,2,0,0,356142,2974,1.08E+08,TRACK356142_SUB2974,97,2.51E+07,2511,2,2,2,0,0,1,3,3,3,2,3,2,0,0,1,20,0,0,0,3,2,NO,191.8149156,,5,2,,Purnia,,,2.02E+07,154624,6.36E+17,8,703159,,,YES Both,NO,YES,3,1.48273E+12,,3,3,0.297432034,purchased seeds,Lakmanya,0,>50%,280.08,3,6C9223,
20161226T044212_20161226T044656_T45RVH_195,2,22,0,2,617,32,2,334,72,2,2088,0,2,1740.5,40.5,2,1396.5,24.5,2,1162.5,12.5,2,1119.5,84.5,2,1193.5,364.5,2,1214,32,2,1170,2,2,1091.5,24.5,2,356,0,30,2,361,0,2,-217.5,40.5,P 74,306_1,2,-31,18,2,0,0,2,0,0,2,0,0,987084,3746,1.08E+08,TRACK987084_SUB3746,96,2.41E+07,2411,2,2,2,0,0,1,1,3,3,2,2,2,0,0,1,10,0,0,0,2,2,NO,181.5873672,,4,2,,Purnia,,,2.02E+07,122455,6.36E+17,8,907401,,,YES Both,NO,YES,3,1.48273E+12,,2,1,0.374693025,purchased seeds,Lakmanya,1,>50%,381.44,4,89751C,
20161226T044212_20161226T044656_T45RVH_46,1,24,,1,672,,1,451,,1,2128,,1,1725,,1,1383,,1,1184,,1,1146,,1,1258,,1,1309,,1,1288,,1,1059,,1,426,,30,1,361,,1,-234,,P 77,305_0,1,-55,,1,0,,1,0,,1,0,,776971,3575,1.08E+08,TRACK776971_SUB3575,96,1.21E+07,1211,2,19,2,0,0,1,2,3,3,2,4,3,0,0,1,40,0,0,0,2,2,NO,100.1999788,,7,2,,Purnia,,,2.02E+07,114521,6.36E+17,8,907445,,,YES Both,NO,YES,3,1.48273E+12,,2,2,0.357584394,purchased seeds,Lakmanya,1,>50%,443.43,5,A75715,
20161226T044212_20161226T044656_T45RVH_197,2,24,0,2,775,21218,2,474,1058,2,2128,0,2,1714.5,40.5,2,1379.5,112.5,2,1206.5,1624.5,2,1216,9800,2,1344,14792,2,1387.5,12324.5,2,1332,3872,2,1051,162,2,426,0,30,2,361,0,2,-237.5,12.5,P 75,304_1,2,-68.5,112.5,2,0,0,2,0,0,2,0,0,526799,1995,1.08E+08,TRACK526799_SUB1995,96,2.01E+07,2011,1,2,2,0,0,1,1,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,179.2594755,,6,2,,Purnia,,,2.02E+07,112155,6.36E+17,8,870731,,,YES Both,NO,YES,3,1.48273E+12,,1,1,0.19958392,used own seed,Lakmanya,1,>50%,403.46,5,A75715,
20161229T045212_20161229T045631_T44RRN_25,4,12,0,4,1172,5292,4,859,6721.333333,4,1906,0,4,1612.75,1408.916667,4,1321.25,1905.583333,4,1164.25,3054.916667,4,1183.5,560.3333333,4,1330.5,1083,4,1425.5,456.3333333,4,1455,1121.333333,4,1293.5,5157.666667,4,345,0,27,4,364,0,4,-20.25,2708.916667,P 91,315_0,4,52,828,4,0,0,4,0,0,4,0,0,363711,2763,1.08E+08,TRACK363711_SUB2763,98,2.01E+07,2011,2,23,2,0,0,1,1,3,3,2,4,2,0,0,1,15,0,0,0,1,2,NO,393.421586,,6,3,,Purnia,,,2.02E+07,113639,6.36E+17,8,1336150,,,YES Both,NO,YES,3,1.48299E+12,,1,1,0.276346885,purchased seeds,Lakmanya,1,>50%,72.1,1,32CD32,
20161229T045212_20161229T045631_T44RRN_355,4,11.5,0.333333333,4,1235,23384,4,865.75,16761.58333,4,1910,21.33333333,4,1640.5,2297.666667,4,1379.5,3293.666667,4,1219,5586,4,1222.75,7780.916667,4,1411,14448.66667,4,1498.25,16616.25,4,1545.25,14724.91667,4,1317.5,8873.666667,4,351.5,56.33333333,27,4,364,0,4,-45.25,930.9166667,P 92,316_3,4,38,43.33333333,4,0,0,4,0,0,4,0,0,479080,281,1.08E+08,TRACK479080_SUB281,98,2.31E+07,2312,2,23,2,0,0,1,2,3,3,2,5,2,0,0,1,15,0,0,0,2,2,NO,352.746061,,7,4,,Purnia,,,2.02E+07,114651,6.36E+17,8,1336160,,,YES Both,NO,YES,3,1.48299E+12,,2,2,0.02810537,purchased seeds,Lakmanya,1,>50%,57.56,1,32CD32,
20161229T045212_20161229T045631_T44RRN_35,10,14,0,10,1720.2,19499.06667,10,1242.2,9556.622222,10,2051,0,10,1771.4,632.2666667,10,1509.7,858.4555556,10,1412.1,430.3222222,10,1411.8,3969.733333,10,1541.2,7982.844444,10,1667.7,8304.455556,10,1704.7,12383.78889,10,1540.9,2457.211111,10,367,0,27,10,364,0,10,20.2,356.4,P 89,319_0,10,42.9,86.32222222,10,0,0,10,0,0,10,0,0,736552,1335,1.08E+08,TRACK736552_SUB1335,89,2.51E+07,2511,2,19,2,0,0,1,1,3,1,2,3,2,0,0,0,0,0,0,0,1,2,NO,1045.071681,,5,1,,Purnia,,,2.02E+07,122101,6.36E+17,8,483611,,,YES Chemical Fertilizer,NO,YES,3,1.48299E+12,,1,1,0.133529635,purchased seeds,Lakmanya,0,>50%,375.46,4,89751C,
20161229T045212_20161229T045631_T44RRN_36,8,14,0,8,1764.875,1086.125,8,1275.5,590,8,1994,0,8,1747.875,368.125,8,1502.125,576.9821429,8,1408.375,999.125,8,1417.625,30.55357143,8,1567.625,321.125,8,1700.375,697.125,8,1754.25,778.7857143,8,1560.75,1616.214286,8,378,0,27,8,364,0,8,38.625,643.125,P 86,320_0,8,50.625,48.55357143,8,0,0,8,0,0,8,0,0,868203,7385,1.08E+08,TRACK868203_SUB7385,89,2.51E+07,2511,2,2,2,0,0,1,1,3,1,2,3,2,0,0,0,0,0,0,0,2,2,NO,714.3525829,,5,1,,Purnia,,,2.02E+07,122709,6.36E+17,8,484003,,,YES Chemical Fertilizer,NO,YES,3,1.48299E+12,,2,1,0.738579001,purchased seeds,Lakmanya,0,>50%,251.66,3,6C9223,
20161229T045212_20161229T045631_T44RRN_39,14,12,0,14,1701.857143,9231.978022,14,1005.571429,14941.34066,14,2338.142857,10.28571429,14,2003,158,14,1738.357143,193.3241758,14,1485.785714,373.8736264,14,1642,370.6153846,14,2329.428571,3319.340659,14,2598.142857,4271.362637,14,2755.142857,6769.978022,14,2510.142857,3289.978022,14,669.5714286,34.57142857,2,14,364,0,14,443.6428571,1111.631868,59,47_0,14,255.7142857,149.2967033,14,0,0,14,0,0,14,0,0,353822,328,1.01E+08,TRACK353822_SUB328,7,1.51E+07,1512,2,12,2,0,0,1,1,1,1,2,3,1.5,0,0,0,0,0,0,0,2,2,NO,1242.140203,,4.5,1,,Gaya,,,2.02E+07,141712,6.36E+17,1,1746227,,,YES Chemical Fertilizer,NO,YES,3,1.48299E+12,,2,1,0.032839766,purchased seeds,Sonalika,0,<25%,523.12,6,C43A0E,
20161229T045212_20161229T045631_T44RRN_40,2,12,0,2,2066,0,2,1457,0,2,1606,0,2,1375.5,1300.5,2,1263,392,2,1172.5,2380.5,2,1311,0,2,1625,0,2,1762,0,2,1824,0,2,1604.5,312.5,2,480,0,30,2,364,0,2,270,1152,P 81,307_0,2,155,648,2,0,0,2,0,0,2,0,0,356142,2974,1.08E+08,TRACK356142_SUB2974,97,2.51E+07,2511,2,2,2,0,0,1,3,3,3,2,3,2,0,0,1,20,0,0,0,3,2,NO,191.8149156,,5,2,,Purnia,,,2.02E+07,154624,6.36E+17,8,703159,,,YES Both,NO,YES,3,1.48299E+12,,3,3,0.297432034,purchased seeds,Lakmanya,0,>50%,280.08,3,6C9223,
20161229T045212_20161229T045631_T44RRN_192,1,16,,1,2035,,1,1346,,1,1513,,1,1354,,1,1248,,1,1211,,1,1306,,1,1623,,1,1804,,1,1910,,1,1661,,1,517,,30,1,364,,1,330,,P 80,310_1,1,156,,1,0,,1,0,,1,0,,530399,8618,1.08E+08,TRACK530399_SUB8618,97,1.21E+07,1212,2,2,2,0,0,1,1,3,3,2,3,2,0,0,1,2,0,0,0,2,2,NO,155.4607601,,5,3,,Purnia,,,2.02E+07,163133,6.36E+17,8,703208,,,YES Both,NO,YES,3,1.48299E+12,,2,1,0.861859032,purchased seeds,Lakmanya,1,>50%,307.9,4,89751C,
20161229T045212_20161229T045631_T44RRN_42,7,13,0,7,1897.857143,24049.80952,7,1114.571429,33393.95238,7,1525,0,7,1272.142857,4805.142857,7,1148.857143,6684.809524,7,976,21916.66667,7,1166.285714,18434.90476,7,1796,4695,7,2089.571429,9534.952381,7,2258.428571,19181.61905,7,2100.857143,38929.14286,7,502,0,30,7,364,0,7,844,82122.66667,P 83,308_0,7,363.8571429,10483.14286,7,0,0,7,0,0,7,0,0,484330,2235,1.08E+08,TRACK484330_SUB2235,97,2.61E+07,2611,2,2,2,0,0,1,2,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,609.7702893,PARTIAL,6,1,,Purnia,,,2.02E+07,160107,6.36E+17,8,703162,,,YES Both,NO,YES,3,1.48299E+12,,1,2,0.223515714,purchased seeds,Lakmanya,0,>50%,287.35,3,6C9223,
20161229T045212_20161229T045631_T44RRN_44,4,11.5,0.333333333,4,1957.75,3.583333333,4,1279.75,192.25,4,1584.5,27,4,1346.75,110.25,4,1246,142,4,1126,307.3333333,4,1317,54,4,1754.25,1262.25,4,1922.25,382.25,4,2018,2222.666667,4,1837,317.3333333,4,470.5,40.33333333,30,4,364,0,4,474.25,792.9166667,P 82,309_1,4,239.5,131,4,0,0,4,0,0,4,0,0,672336,3726,1.08E+08,TRACK672336_SUB3726,97,1.11E+07,1112,2,2,2,0,0,1,2,3,3,2,5,2,0,0,1,15,0,0,0,1,2,NO,371.3678007,,7,2,,Purnia,,,2.02E+07,161109,6.36E+17,8,703164,,,YES Both,NO,YES,3,1.48299E+12,,1,2,0.372629225,purchased seeds,Lakmanya,0,>50%,282.71,3,6C9223,
20161229T045212_20161229T045631_T44RRN_45,2,16,0,2,1928,0,2,1088,0,2,1513,0,2,1274,1682,2,1124,3042,2,968.5,6844.5,2,1104,0,2,1985,0,2,2383,0,2,2573,0,2,2185,3872,2,517,0,30,2,364,0,2,947,22898,P 78,312_0,2,385.5,2380.5,2,0,0,2,0,0,2,0,0,2755,1102,1.08E+08,TRACK2755_SUB1102,97,2.51E+07,2511,2,19,2,0,0,1,1,3,3,2,3,2,0,0,1,10,0,0,0,2,2,NO,158.4879358,,5,1,,Purnia,,,2.02E+07,164010,6.36E+17,8,702528,,,YES Both,NO,YES,0,1.48299E+12,,2,1,0.110233908,purchased seeds,Lakmanya,0,>50%,,,,
20161229T045212_20161229T045631_T44RRN_195,2,12,0,2,1626.5,4324.5,2,927.5,3444.5,2,1551,0,2,1248.5,264.5,2,1162.5,220.5,2,872.5,3960.5,2,1180,72,2,2051.5,3280.5,2,2301.5,40.5,2,2436,162,2,2251,4232,2,492,0,30,2,364,0,2,936,6498,P 74,306_1,2,441,1682,2,0,0,2,0,0,2,0,0,987084,3746,1.08E+08,TRACK987084_SUB3746,96,2.41E+07,2411,2,2,2,0,0,1,1,3,3,2,2,2,0,0,1,10,0,0,0,2,2,NO,181.5873672,,4,2,,Purnia,,,2.02E+07,122455,6.36E+17,8,907401,,,YES Both,NO,YES,3,1.48299E+12,,2,1,0.374693025,purchased seeds,Lakmanya,1,>50%,381.44,4,89751C,
20161229T045212_20161229T045631_T44RRN_46,1,9,,1,1676,,1,1105,,1,1553,,1,1326,,1,1170,,1,1003,,1,1183,,1,1685,,1,1873,,1,1950,,1,1735,,1,451,,30,1,364,,1,482,,P 77,305_0,1,267,,1,0,,1,0,,1,0,,776971,3575,1.08E+08,TRACK776971_SUB3575,96,1.21E+07,1211,2,19,2,0,0,1,2,3,3,2,4,3,0,0,1,40,0,0,0,2,2,NO,100.1999788,,7,2,,Purnia,,,2.02E+07,114521,6.36E+17,8,907445,,,YES Both,NO,YES,3,1.48299E+12,,2,2,0.357584394,purchased seeds,Lakmanya,1,>50%,443.43,5,A75715,
20161229T045212_20161229T045631_T44RRN_197,2,9,0,2,1672.5,24.5,2,1099.5,60.5,2,1553,0,2,1336,98,2,1194.5,4.5,2,1039.5,4.5,2,1173,200,2,1648.5,2664.5,2,1826.5,4324.5,2,1897.5,5512.5,2,1648,242,2,451,0,30,2,364,0,2,379.5,112.5,P 75,304_1,2,225.5,12.5,2,0,0,2,0,0,2,0,0,526799,1995,1.08E+08,TRACK526799_SUB1995,96,2.01E+07,2011,1,2,2,0,0,1,1,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,179.2594755,,6,2,,Purnia,,,2.02E+07,112155,6.36E+17,8,870731,,,YES Both,NO,YES,3,1.48299E+12,,1,1,0.19958392,used own seed,Lakmanya,1,>50%,403.46,5,A75715,
20161229T045212_20161229T045631_T44RRN_343,9,12,0,9,1316.888889,698.8611111,9,870.7777778,1659.694444,9,1765,0,9,1473.666667,382,9,1210.222222,1074.194444,9,1019.222222,1697.694444,9,1092.444444,393.7777778,9,1449,730.75,9,1597.777778,394.1944444,9,1661.777778,431.6944444,9,1484.333333,8079,9,406,0,27,9,364,0,9,227.2222222,8364.444444,P 3,248_2,9,184.5555556,1908.027778,9,0,0,9,0,0,9,0,0,656142,3849,1.08E+08,TRACK656142_SUB3849,85,1.91E+07,1912,2,23,2,0,0,1,2,3,3,2,2,2,0,0,2,6,2,0,0,1,2,NO,828.6099342,,4,3,,Purnia,,,2.02E+07,135802,6.36E+17,8,481695,,,YES Both,NO,YES,3,1.48299E+12,,1,2,0.384920556,purchased seeds,Lakmanya,1,>50%,239.32,3,6C9223,
20161229T045212_20161229T045631_T44RRN_340,2,11,0,2,1441.5,5512.5,2,815.5,9112.5,2,1771,0,2,1491.5,60.5,2,1244.5,40.5,2,1019.5,544.5,2,1149.5,1624.5,2,1745,578,2,2016.5,1012.5,2,2176,3362,2,1776,32,2,489,0,27,2,364,0,2,426.5,144.5,P 7,247_3,2,270.5,144.5,2,0,0,2,0,0,2,0,0,511527,2999,1.08E+08,TRACK511527_SUB2999,85,3112016,311,2,2,2,0,0,1,2,3,3,2,2,2,0,0,2,5,2,0,0,2,2,NO,194.1846095,,4,4,,Purnia,,,2.02E+07,131133,6.36E+17,8,481321,,,YES Both,NO,YES,3,1.48299E+12,,2,2,0.299925161,purchased seeds,Lakmanya,1,>50%,461.46,5,A75715,
20161229T045212_20161229T045631_T44RRN_134,2,13,2,2,1433.5,5304.5,2,826,15842,2,1775.5,4.5,2,1464,800,2,1196,648,2,958.5,3612.5,2,1116,4232,2,1607,1352,2,1821.5,11100.5,2,1913,26912,2,1840,11858,2,409,800,27,2,364,0,2,539.5,15312.5,P 4,249_0,2,314,3042,2,0,0,2,0,0,2,0,0,473022,629,1.08E+08,TRACK473022_SUB629,85,2.51E+07,2512,2,23,2,0,0,1,2,3,3,2,2,2,0,0,2,5,2,0,0,2,2,NO,224.3614623,,4,3,,Purnia,,,2.02E+07,143148,6.36E+17,8,1394230,,,YES Both,NO,YES,3,1.48299E+12,,2,2,0.062933878,purchased seeds,Lakmanya,1,>50%,178.31,2,4FAF2A,
20161229T045212_20161229T045631_T44RRN_137,2,9,0,2,1556.5,24420.5,2,1116,42050,2,1806,0,2,1494,50,2,1230,242,2,1064.5,84.5,2,1152,450,2,1414.5,364.5,2,1581,5000,2,1675,10368,2,1333.5,684.5,2,395,0,27,2,364,0,2,83.5,60.5,P 2,253_0,2,111.5,180.5,2,0,0,2,0,0,2,0,0,957,2332,1.08E+08,TRACK957_SUB2332,85,2.81E+07,2812,2,23,1,1,1,1,2,3,3,2,2,2,0,0,2,8,2,0,0,2,2,NO,294.9087582,,4,1,,Purnia,,,2.02E+07,155739,6.36E+17,8,481679,mustard,<25%,YES Both,YES,YES,3,1.48299E+12,,2,2,0.233204922,purchased seeds,Lakmanya,1,>50%,150.25,2,4FAF2A,
20161229T045212_20161229T045631_T44RRN_346,3,11,0,3,1371.333333,481.3333333,3,971,48,3,1799.666667,1.333333333,3,1522.333333,100.3333333,3,1266.333333,121.3333333,3,1129.666667,241.3333333,3,1157.333333,33.33333333,3,1381.666667,33.33333333,3,1470,363,3,1520.333333,21.33333333,3,1346.666667,270.3333333,3,376.3333333,176.3333333,27,3,364,0,3,63,301,P 84,313_1,3,87.33333333,37.33333333,3,0,0,3,0,0,3,0,0,116915,4801,1.08E+08,TRACK116915_SUB4801,85,2.81E+07,2811,2,2,1,1,1,1,2,3,3,2,6,2,0,0,1,10,0,0,0,1,2,NO,161.8165734,,8,2,,Purnia,,,2.02E+07,100631,6.36E+17,8,481436,mustard,<25%,YES Both,YES,YES,3,1.48299E+12,,1,2,0.480158411,purchased seeds,Lakmanya,1,>50%,144.77,2,4FAF2A,
20161229T045212_20161229T045631_T44RRN_138,3,11.66666667,0.333333333,3,1310.333333,737.3333333,3,852.3333333,1226.333333,3,1787.666667,158.3333333,3,1491,139,3,1226.333333,440.3333333,3,1036,309,3,1123.666667,276.3333333,3,1467.333333,4622.333333,3,1598,5575,3,1652,2649,3,1470,7099,3,376.3333333,176.3333333,27,3,364,0,3,199.3333333,7801.333333,P 5,251_0,3,172,1213,3,0,0,3,0,0,3,0,0,770969,7386,1.08E+08,TRACK770969_SUB7386,85,2.51E+07,2512,2,23,2,0,0,1,2,3,3,2,2,2,0,0,2,5,2,0,0,2,2,NO,299.6034092,,4,1,,Purnia,,,2.02E+07,145034,6.36E+17,8,481696,,,YES Both,NO,YES,3,1.48299E+12,,2,2,0.738699308,purchased seeds,Lakmanya,1,>50%,168.83,2,4FAF2A,
20161229T045212_20161229T045631_T44RRN_139,4,11.5,0.333333333,4,1286,225.3333333,4,887,261.3333333,4,1793.5,75,4,1496.75,200.9166667,4,1234.75,59.58333333,4,1065,194,4,1112.5,0.333333333,4,1329.5,800.3333333,4,1471.5,243,4,1496.5,1240.333333,4,1284,606,4,372.5,176.3333333,27,4,364,0,4,39.5,303,P 1,252_0,4,92.75,48.25,4,0,0,4,0,0,4,0,0,147087,4787,1.08E+08,TRACK147087_SUB4787,85,2.51E+07,2512,2,19,1,1,2,1,2,3,3,2,2,2,0,0,2,5,2,0,0,2,2,NO,357.2455723,,4,3,,Purnia,,,2.02E+07,150229,6.36E+17,8,481678,mustard,~50%,YES Both,YES,YES,3,1.48299E+12,,2,2,0.478737853,purchased seeds,Lakmanya,1,>50%,210.74,3,6C9223,
20161229T045212_20161229T045631_T44RRN_142,2,12,0,2,1498,0,2,850,0,2,1998,0,2,1799,50,2,1567,392,2,1367.5,924.5,2,1448,0,2,1949,0,2,2198,0,2,2299,0,2,1987,1352,2,497,0,27,2,364,0,2,267.5,60.5,P 93,318_0,2,184,2,2,0,0,2,0,0,2,0,0,894237,9401,1.08E+08,TRACK894237_SUB9401,98,2.81E+07,2812,2,10,2,0,0,1,1,3,3,2,3,3,0,0,1,5,0,0,0,0,2,NO,123.3025032,,6,1,,Purnia,,,2.02E+07,121149,6.36E+17,8,1336158,,,YES Both,NO,YES,0,1.48299E+12,,0,1,0.940146041,purchased seeds,Lakmanya,1,>50%,,,,
20161229T045212_20161229T045631_T44RRN_150,4,14,0,4,2121,0,4,1622,0,4,2660,0,4,2431,2581.333333,4,2164.5,2523,4,2138,2241.333333,4,2041,0,4,2197,0,4,2320,0,4,2337,0,4,2190,1728,4,566,0,27,4,364,0,4,11.5,16.33333333,P 87,321_0,4,11.5,3,4,0,0,4,0,0,4,0,0,756749,2776,1.08E+08,TRACK756749_SUB2776,89,2.51E+07,2511,2,19,2,0,0,2,0,0,3,1,3,0,0,0,1,8,0,0,0,0,2,NO,365.8399366,,3,1,,Purnia,,,2.02E+07,125354,6.36E+17,8,484100,,,YES Both,NO,NO,3,1.48299E+12,,0,0,0.277648329,purchased seeds,Lakmanya,1,,392.12,4,89751C,
20161229T045212_20161229T045631_T44RRN_371,6,16.33333333,4.266666667,6,2844,4233.6,6,2051.333333,2208.266667,6,2470.333333,141.0666667,6,2495.833333,2212.966667,6,2291.833333,1614.966667,6,2265.333333,4337.466667,6,2353.333333,2829.066667,6,2796.666667,1706.666667,6,3105,614.4,6,3268.666667,3053.066667,6,2911.666667,4342.666667,6,651,240,27,6,364,0,6,269.8333333,133.3666667,P 29,270_3,6,124.3333333,48.26666667,6,0,0,6,0,0,6,0,0,60306,7729,1.08E+08,TRACK60306_SUB7729,89,2.81E+07,2812,2,2,2,0,0,1,1,3,1,2,2,1,0,0,0,0,0,0,0,1,2,NO,452.3018214,,3,4,,Purnia,,,2.02E+07,171109,6.36E+17,8,484099,,,YES Chemical Fertilizer,NO,YES,3,1.48299E+12,,1,1,0.772961114,purchased seeds,Lakmanya,1,>50%,256.67,3,6C9223,
20161229T045212_20161229T045631_T44RRN_394,3,9,0,3,1575,0,3,1012,0,3,1884,0,3,1565.333333,320.3333333,3,1349,108,3,1178.333333,705.3333333,3,1257,0,3,1616,0,3,1779,0,3,1902,0,3,1580,3267,3,481,0,27,3,364,0,3,170.3333333,1121.333333,P 96,323_1,3,145,48,3,0,0,3,0,0,3,0,0,801922,9305,1.08E+08,TRACK801922_SUB9305,99,1.41E+07,1412,2,25,2,0,0,1,1,3,3,2,2,2,0,0,1,50,0,0,0,2,2,NO,336.415741,,4,2,,Purnia,,,2.02E+07,144039,6.36E+17,8,276031,,,YES Both,NO,YES,3,1.48299E+12,,2,1,0.930587338,purchased seeds,Lakmanya,1,>50%,320.7,4,89751C,
20161229T045212_20161229T045631_T44RRN_163,5,9,0,5,1508.4,4.8,5,944.4,2650.8,5,1884,0,5,1554,261.5,5,1329.6,138.8,5,1143.6,670.3,5,1222.4,4.8,5,1599.6,10.8,5,1817,120,5,1917.6,1872.3,5,1515.8,3903.2,5,481,0,27,5,364,0,5,139.4,1750.3,P 95,324_0,5,139.2,261.7,5,0,0,5,0,0,5,0,0,727643,99,1.08E+08,TRACK727643_SUB99,99,1.31E+07,1312,2,25,2,0,0,1,2,3,3,2,3,2,0,0,1,20,0,0,0,2,2,NO,424.401888,,5,1,,Purnia,,,2.02E+07,144829,6.36E+17,8,276036,,,YES Both,NO,YES,3,1.48299E+12,,2,2,0.009922864,purchased seeds,Lakmanya,1,>50%,398.96,4,89751C,
20161229T045212_20161229T045631_T44RRN_396,7,9.857142857,0.142857143,7,1812.571429,2539.285714,7,1168.428571,3934.952381,7,2037.571429,386.2857143,7,1874.285714,5667.904762,7,1656.571429,7785.285714,7,1560.571429,13083.28571,7,1641.571429,4115.952381,7,1919.142857,828.8095238,7,2090.285714,1355.571429,7,2199.285714,1666.571429,7,1902.571429,14615.61905,7,474.4285714,937.2857143,27,7,364,0,7,147.7142857,304.9047619,P 97,325_1,7,98.42857143,78.95238095,7,0,0,7,0,0,7,0,0,979330,3912,1.08E+08,TRACK979330_SUB3912,99,1.21E+07,1212,2,25,2,0,0,1,2,3,3,2,2,2,0,0,1,50,0,0,0,2,2,NO,488.2829168,,4,2,,Purnia,,,2.02E+07,145957,6.36E+17,8,276028,,,YES Both,NO,YES,3,1.48299E+12,,2,2,0.391216764,purchased seeds,Lakmanya,1,>50%,315.2,4,89751C,
20161229T045212_20161229T045631_T44RRN_554,1,14,,1,2132,,1,1621,,1,2368,,1,2017,,1,1742,,1,1608,,1,1677,,1,1932,,1,2047,,1,2124,,1,1937,,1,564,,2,1,364,,1,111,,41,42_1,1,92,,1,0,,1,0,,1,0,,350388,7190,1.01E+08,TRACK350388_SUB7190,6,2.21E+07,2211,2,14,2,0,0,2,0,0,1,2,2,1.5,0,0,0,0,0,0,0,2,2,NO,152.8032578,PARTIAL-5%,3.5,3,,Gaya,,,2.02E+07,134305,6.36E+17,1,1281971,,,YES Chemical Fertilizer,NO,NO,3,1.48299E+12,,2,0,0.719078446,purchased seeds,Sonalika,0,,543.25,6,C43A0E,
20161229T045212_20161229T045631_T44RRN_180,2,14,0,2,2132,0,2,1621,0,2,2368,0,2,2037.5,84.5,2,1770,98,2,1637,8,2,1677,0,2,1932,0,2,2047,0,2,2124,0,2,1930,32,2,564,0,2,2,364,0,2,90,8,52,41_0,2,81.5,0.5,2,0,0,2,0,0,2,0,0,451036,1672,1.01E+08,TRACK451036_SUB1672,6,2.01E+07,2011,2,2,2,0,0,2,0,0,1,2,2,1.5,0,0,0,0,0,0,0,2,2,NO,198.5698029,PARTIAL-5%,3.5,1,,Gaya,,,2.02E+07,133033,6.36E+17,1,1281994,,,YES Chemical Fertilizer,NO,NO,3,1.48299E+12,,2,0,0.167216892,purchased seeds,Sonalika,0,,541.22,6,C43A0E,
20161229T045212_20161229T045631_T44RRN_567,2,12,0,2,1669,98,2,969.5,40.5,2,2306,0,2,1979,72,2,1713,0,2,1457.5,4.5,2,1594.5,264.5,2,2241.5,112.5,2,2486,882,2,2635.5,264.5,2,2433.5,1740.5,2,664,0,2,2,364,0,2,420,578,80,58_2,2,250,72,2,0,0,2,0,0,2,0,0,453432,711,1.01E+08,TRACK453432_SUB711,10,1.51E+07,1512,2,18,2,0,0,1,1,2,1,2,1.5,1,0,0,0,0,0,0,0,2,2,NO,144.178786,,2.5,3,,Gaya,,,2.02E+07,163047,6.36E+17,1,1282164,,,YES Chemical Fertilizer,NO,YES,3,1.48299E+12,,2,1,0.071143724,purchased seeds,Sonalika,1,~50%,341.99,4,89751C,
